fpr,tpr,threshold
0.0010777183347638376,0.00994667760459393,0.8463392852978047
0.0010841717379660163,0.00994667760459393,0.8463326921877098
0.0010841717379660163,0.010049220672682527,0.8463293147058774
0.0010970785443703737,0.010049220672682527,0.846222225104064
0.0011035319475725524,0.010049220672682527,0.8461299522563656
0.0011228921571790884,0.010049220672682527,0.8461089479103705
0.0011293455603812671,0.010049220672682527,0.8459918869112251
0.0011422523667856243,0.010049220672682527,0.8459899044659593
0.001148705769987803,0.010049220672682527,0.8459791193067892
0.001148705769987803,0.010151763740771124,0.8459674085841437
0.0011616125763921604,0.010151763740771124,0.8458318114083124
0.0011745193827965177,0.010151763740771124,0.8457904946413101
0.0011874261892008751,0.010151763740771124,0.8457203350130981
0.0011938795924030538,0.010254306808859722,0.8456786198293632
0.0012003329956052325,0.010254306808859722,0.8456004439367971
0.0012003329956052325,0.010356849876948319,0.8455661049632295
0.001206786398807411,0.010356849876948319,0.8455611806698504
0.001206786398807411,0.010561936013125512,0.845490707312215
0.0012132398020095897,0.010561936013125512,0.8454894204477059
0.0012196932052117684,0.01066447908121411,0.8454568918340647
0.0012326000116161257,0.01066447908121411,0.8454277438772592
0.0012390534148183044,0.010869565217391304,0.845410806488877
0.0012390534148183044,0.011074651353568499,0.8453368554390569
0.0012584136244248405,0.011074651353568499,0.8452164360216513
0.0012713204308291979,0.011074651353568499,0.8451672872260553
0.0012777738340313764,0.011074651353568499,0.8451657067980463
0.0012777738340313764,0.011177194421657096,0.8450758900298913
0.0012906806404357337,0.01138228055783429,0.8450561357431845
0.0013294010596488059,0.01138228055783429,0.8448824591950472
0.0013294010596488059,0.011484823625922888,0.8448435432344995
0.001342307866053163,0.011484823625922888,0.8447685082223069
0.001342307866053163,0.011587366694011485,0.8447012820098939
0.0013552146724575204,0.011587366694011485,0.8446758495834653
0.0013552146724575204,0.011689909762100083,0.8446415320915823
0.0013681214788618778,0.011689909762100083,0.8446146012552227
0.0013681214788618778,0.01179245283018868,0.84460859949662
0.0013745748820640565,0.01179245283018868,0.8445787572287721
0.0013745748820640565,0.011894995898277276,0.8445762438540577
0.0014068418980749497,0.011894995898277276,0.844363309786833
0.0014068418980749497,0.01210008203445447,0.8443184336375199
0.0014326555108836645,0.01210008203445447,0.844059937251355
0.0014326555108836645,0.012202625102543068,0.8440373191141266
0.0014391089140858432,0.012202625102543068,0.8439810046532692
0.0014455623172880219,0.012305168170631665,0.8439018229182341
0.001464922526894558,0.012305168170631665,0.8437837894700099
0.001477829333298915,0.012305168170631665,0.8437391161620609
0.0014971895429054512,0.012305168170631665,0.8435386222901432
0.0014971895429054512,0.012407711238720262,0.8435273185999697
0.0015294565589163446,0.012407711238720262,0.8431655714747506
0.0015423633653207018,0.012407711238720262,0.8431244004310048
0.0015423633653207018,0.012817883511074652,0.8429222037921591
0.0015488167685228805,0.012817883511074652,0.8429162634237692
0.0015488167685228805,0.012920426579163249,0.8428586861614463
0.0015681769781294166,0.012920426579163249,0.8427176477715952
0.001581083784533774,0.012920426579163249,0.8425844579417752
0.0015875371877359526,0.013022969647251846,0.842581919209363
0.0015939905909381313,0.013022969647251846,0.8425425810150634
0.0015939905909381313,0.013125512715340444,0.8424829330962726
0.0016004439941403098,0.013125512715340444,0.8424705707575045
0.0016133508005446672,0.013125512715340444,0.8423254394764985
0.0016262576069490246,0.013125512715340444,0.8422997922461879
0.0016262576069490246,0.01322805578342904,0.8422721462915328
0.001639164413353382,0.01322805578342904,0.8422071128548242
0.0016520712197577393,0.01322805578342904,0.8421926410161336
0.001658524622959918,0.01322805578342904,0.8421897765152287
0.001658524622959918,0.013330598851517637,0.8421689581774179
0.0016714314293642752,0.013330598851517637,0.8421579980086847
0.0016714314293642752,0.013535684987694831,0.8421363216630651
0.0016778848325664539,0.013535684987694831,0.8421186924865485
0.0016778848325664539,0.013740771123872026,0.8420342789182107
0.0016843382357686325,0.013740771123872026,0.8420163601403803
0.0016843382357686325,0.013843314191960623,0.84198791584898
0.001716605251779526,0.013843314191960623,0.8418427374414179
0.001716605251779526,0.01394585726004922,0.8418269582011353
0.0017295120581838832,0.014048400328137818,0.8418067710353702
0.0017295120581838832,0.014150943396226415,0.8417785960682492
0.0017682324773969553,0.014150943396226415,0.841522547771325
0.001774685880599134,0.014253486464315013,0.8415099487420632
0.001774685880599134,0.01435602953240361,0.8414936173431325
0.0018198597030143846,0.01435602953240361,0.8414165963266014
0.0018198597030143846,0.014458572600492207,0.841379222235011
0.0018263131062165633,0.014458572600492207,0.8413445831905552
0.0018263131062165633,0.0146636587366694,0.8412527108734106
0.001832766509418742,0.0146636587366694,0.8412045352906922
0.001832766509418742,0.014868744872846595,0.8410492879404455
0.0018392199126209207,0.014868744872846595,0.8410310788290529
0.001852126719025278,0.015278917145200984,0.8409912546135808
0.0018585801222274568,0.015278917145200984,0.8409609014530213
0.0018585801222274568,0.015381460213289582,0.8409374005296522
0.0018650335254296352,0.015381460213289582,0.84093092157932
0.0018650335254296352,0.015484003281378179,0.8409247026473794
0.001871486928631814,0.015484003281378179,0.8409118294416744
0.001871486928631814,0.015586546349466776,0.8408934170202543
0.00189084713823835,0.015586546349466776,0.8408556396501233
0.0019037539446427074,0.015689089417555372,0.840815189179388
0.0019166607510470648,0.015689089417555372,0.840776088788828
0.0019166607510470648,0.015996718621821164,0.8407249533706292
0.0019360209606536006,0.015996718621821164,0.8406773310484525
0.0019553811702601367,0.01609926168990976,0.8406135058903246
0.0019618345734623154,0.01620180475799836,0.8405784602583987
0.0019811947830688514,0.01620180475799836,0.8405571664100837
